area_list,tags_list,name,description,url,category,address,access,business_hours,regular_holidays,price,phone_no,if_reservation_needed
宮城県,恋人と・夫婦で,櫻岡大神宮,桜の名所としても知られる神社,https://www.walkerplus.com/spot/ar0204s30265/    ,巡る,    宮城県仙台市青葉区桜ヶ岡公園1-1[地図],    【電車】地下鉄東西線大町西公園駅西1出口から徒歩1分,    御朱印頒布所開設時間9:00～16:00,,入場無料。, 022-222-6826 櫻岡大神宮,
大町西公園駅(宮城県),恋人と・夫婦で,櫻岡大神宮,桜の名所としても知られる神社,https://www.walkerplus.com/spot/ar0204s30265/    ,巡る,    宮城県仙台市青葉区桜ヶ岡公園1-1[地図],    【電車】地下鉄東西線大町西公園駅西1出口から徒歩1分,    御朱印頒布所開設時間9:00～16:00,,入場無料。, 022-222-6826 櫻岡大神宮,
国際センター駅(宮城県),恋人と・夫婦で,櫻岡大神宮,桜の名所としても知られる神社,https://www.walkerplus.com/spot/ar0204s30265/    ,巡る,    宮城県仙台市青葉区桜ヶ岡公園1-1[地図],    【電車】地下鉄東西線大町西公園駅西1出口から徒歩1分,    御朱印頒布所開設時間9:00～16:00,,入場無料。, 022-222-6826 櫻岡大神宮,
青葉通一番町駅(宮城県),恋人と・夫婦で,櫻岡大神宮,桜の名所としても知られる神社,https://www.walkerplus.com/spot/ar0204s30265/    ,巡る,    宮城県仙台市青葉区桜ヶ岡公園1-1[地図],    【電車】地下鉄東西線大町西公園駅西1出口から徒歩1分,    御朱印頒布所開設時間9:00～16:00,,入場無料。, 022-222-6826 櫻岡大神宮,
東北,恋人と・夫婦で,加護坊山(加護坊四季彩館),混雑する時間の目安,https://www.walkerplus.com/spot/ar0204s74438/    ,巡る,    宮城県大崎市田尻大沢字加護峯山178-1[地図],    【電車】JR田尻駅からタクシーで約15分 【車】東北自動車道古川ICから約40分,    加護坊山 入山自由。加護坊四季彩館4～9月10:00～18:00、10～3月10:00～17:00,    加護坊山はなし。四季彩館は4～11月は第1月曜、12～3月は月曜(祝日の場合は翌日)    天候により休業の場合あり,入場無料。, 0229-39-0404 加護坊四季彩館,要予約 加護坊四季彩館の夜間利用は要予約。加護坊山キャンプ場は利用する場合は申請書記入、加護坊四季彩館にて利用申込み
宮城県,恋人と・夫婦で,加護坊山(加護坊四季彩館),混雑する時間の目安,https://www.walkerplus.com/spot/ar0204s74438/    ,巡る,    宮城県大崎市田尻大沢字加護峯山178-1[地図],    【電車】JR田尻駅からタクシーで約15分 【車】東北自動車道古川ICから約40分,    加護坊山 入山自由。加護坊四季彩館4～9月10:00～18:00、10～3月10:00～17:00,    加護坊山はなし。四季彩館は4～11月は第1月曜、12～3月は月曜(祝日の場合は翌日)    天候により休業の場合あり,入場無料。, 0229-39-0404 加護坊四季彩館,要予約 加護坊四季彩館の夜間利用は要予約。加護坊山キャンプ場は利用する場合は申請書記入、加護坊四季彩館にて利用申込み
北陸,恋人と・夫婦で,一乗谷朝倉氏遺跡,朝倉氏5代の繁栄をしのばせる特別史跡,https://www.walkerplus.com/spot/ar0518s79621/    ,巡る,    福井県福井市城戸ノ内町28-37[地図],    【電車】JR一乗谷駅から徒歩20分 【車】北陸自動車道福井ICから約10分。東海北陸自動車道白鳥西ICから約120分,    復原町並(有料エリア) 9:00～17:00    最終入場16:30,    12月28日～1月4日    復原町並(有料エリア),入場無料。 復原町並 大人220円、中学生以下無料, 0776-41-2330 一般社団法人 朝倉氏遺跡保存協会,
福井県,恋人と・夫婦で,一乗谷朝倉氏遺跡,朝倉氏5代の繁栄をしのばせる特別史跡,https://www.walkerplus.com/spot/ar0518s79621/    ,巡る,    福井県福井市城戸ノ内町28-37[地図],    【電車】JR一乗谷駅から徒歩20分 【車】北陸自動車道福井ICから約10分。東海北陸自動車道白鳥西ICから約120分,    復原町並(有料エリア) 9:00～17:00    最終入場16:30,    12月28日～1月4日    復原町並(有料エリア),入場無料。 復原町並 大人220円、中学生以下無料, 0776-41-2330 一般社団法人 朝倉氏遺跡保存協会,
甲信越,恋人と・夫婦で,陣馬形山,山頂から360度の絶景が広がる伊那谷随一の景勝地,https://www.walkerplus.com/spot/ar0420s78755/    ,巡る,    長野県上伊那郡中川村[地図],    【車】中央自動車道駒ヶ根ICから約40分,    入山自由,,入場無料。, 0265-88-3001,
長野県,恋人と・夫婦で,陣馬形山,山頂から360度の絶景が広がる伊那谷随一の景勝地,https://www.walkerplus.com/spot/ar0420s78755/    ,巡る,    長野県上伊那郡中川村[地図],    【車】中央自動車道駒ヶ根ICから約40分,    入山自由,,入場無料。, 0265-88-3001,
東海,恋人と・夫婦で,伊賀上野城,築城の名手・藤堂高虎の城,https://www.walkerplus.com/spot/ar0624s78133/    ,巡る,    三重県伊賀市上野丸之内106[地図],    【電車】伊賀鉄道上野市駅から徒歩8分 【車】名阪国道上野IC、上野東IC、または中瀬ICから約10分,    9:00～17:00    最終入場16:45,    12月29日～31日,有料。 登閣料 大人600円、小人300円。登閣料(団体) 大人500円、小人250円 ※30人以上, 0595-21-3148 伊賀文化産業協会,
三重県,恋人と・夫婦で,伊賀上野城,築城の名手・藤堂高虎の城,https://www.walkerplus.com/spot/ar0624s78133/    ,巡る,    三重県伊賀市上野丸之内106[地図],    【電車】伊賀鉄道上野市駅から徒歩8分 【車】名阪国道上野IC、上野東IC、または中瀬ICから約10分,    9:00～17:00    最終入場16:45,    12月29日～31日,有料。 登閣料 大人600円、小人300円。登閣料(団体) 大人500円、小人250円 ※30人以上, 0595-21-3148 伊賀文化産業協会,
上野市駅(三重県),恋人と・夫婦で,伊賀上野城,築城の名手・藤堂高虎の城,https://www.walkerplus.com/spot/ar0624s78133/    ,巡る,    三重県伊賀市上野丸之内106[地図],    【電車】伊賀鉄道上野市駅から徒歩8分 【車】名阪国道上野IC、上野東IC、または中瀬ICから約10分,    9:00～17:00    最終入場16:45,    12月29日～31日,有料。 登閣料 大人600円、小人300円。登閣料(団体) 大人500円、小人250円 ※30人以上, 0595-21-3148 伊賀文化産業協会,
西大手駅(三重県),恋人と・夫婦で,伊賀上野城,築城の名手・藤堂高虎の城,https://www.walkerplus.com/spot/ar0624s78133/    ,巡る,    三重県伊賀市上野丸之内106[地図],    【電車】伊賀鉄道上野市駅から徒歩8分 【車】名阪国道上野IC、上野東IC、または中瀬ICから約10分,    9:00～17:00    最終入場16:45,    12月29日～31日,有料。 登閣料 大人600円、小人300円。登閣料(団体) 大人500円、小人250円 ※30人以上, 0595-21-3148 伊賀文化産業協会,
広小路駅(三重県),恋人と・夫婦で,伊賀上野城,築城の名手・藤堂高虎の城,https://www.walkerplus.com/spot/ar0624s78133/    ,巡る,    三重県伊賀市上野丸之内106[地図],    【電車】伊賀鉄道上野市駅から徒歩8分 【車】名阪国道上野IC、上野東IC、または中瀬ICから約10分,    9:00～17:00    最終入場16:45,    12月29日～31日,有料。 登閣料 大人600円、小人300円。登閣料(団体) 大人500円、小人250円 ※30人以上, 0595-21-3148 伊賀文化産業協会,
