area_list,tags_list,name,description,url,category,address,access,business_hours,regular_holidays,price,phone_no,if_reservation_needed
九州,アウトレットモール,鳥栖プレミアム・アウトレット,数多くのブランドを揃える九州最大のアウトレット,https://www.walkerplus.com/spot/ar1041s03422/    ,買う,    佐賀県鳥栖市弥生が丘8-1[地図],    【電車】JR鳥栖駅からバスで約15分。西鉄小郡駅からバスで約20分 【車】長崎自動車道鳥栖ICから約8分。鳥栖筑紫野道路柚比ICからすぐ,    Shops / Food Court10:00～20:00、Tully's Coffee9:30～20:00、Restaurants11:00～21:00 ※季節により異なる,    2月第3木曜,対応可。, 0942-87-7370,
佐賀県,アウトレットモール,鳥栖プレミアム・アウトレット,数多くのブランドを揃える九州最大のアウトレット,https://www.walkerplus.com/spot/ar1041s03422/    ,買う,    佐賀県鳥栖市弥生が丘8-1[地図],    【電車】JR鳥栖駅からバスで約15分。西鉄小郡駅からバスで約20分 【車】長崎自動車道鳥栖ICから約8分。鳥栖筑紫野道路柚比ICからすぐ,    Shops / Food Court10:00～20:00、Tully's Coffee9:30～20:00、Restaurants11:00～21:00 ※季節により異なる,    2月第3木曜,対応可。, 0942-87-7370,
甲信越,アウトレットモール,八ヶ岳リゾートアウトレット,人にもペットにも優しい大自然の中のアウトレット,https://www.walkerplus.com/spot/ar0419s03505/    ,買う,    山梨県北杜市小淵沢町4000[地図],    【電車】JR小淵沢駅から車で約10分 【車】中央自動車道小淵沢ICから約5分,    10:00～19:00 ※季節によって変動あり。詳細は公式サイト参照    ※一部変更中。詳細は公式サイト等をご確認ください,    なし,NICOSカードも対応可, 0551-20-5454 インフォメーション,
山梨県,アウトレットモール,八ヶ岳リゾートアウトレット,人にもペットにも優しい大自然の中のアウトレット,https://www.walkerplus.com/spot/ar0419s03505/    ,買う,    山梨県北杜市小淵沢町4000[地図],    【電車】JR小淵沢駅から車で約10分 【車】中央自動車道小淵沢ICから約5分,    10:00～19:00 ※季節によって変動あり。詳細は公式サイト参照    ※一部変更中。詳細は公式サイト等をご確認ください,    なし,NICOSカードも対応可, 0551-20-5454 インフォメーション,
関東,アウトレットモール,あみプレミアム・アウトレット,インターチェンジ直結！緑豊かな環境で楽しめるアウトレットショッピング,https://www.walkerplus.com/spot/ar0308s03506/    ,買う,    茨城県稲敷郡阿見町よしわら4-1-1[地図],    【電車】JR荒川沖駅東口から路線バスで約20分 【車】首都圏中央連絡自動車道阿見東IC直結,    10:00～20:00 季節により異なる,    2月第3木曜,対応可。, 029-829-5770,
茨城県,アウトレットモール,あみプレミアム・アウトレット,インターチェンジ直結！緑豊かな環境で楽しめるアウトレットショッピング,https://www.walkerplus.com/spot/ar0308s03506/    ,買う,    茨城県稲敷郡阿見町よしわら4-1-1[地図],    【電車】JR荒川沖駅東口から路線バスで約20分 【車】首都圏中央連絡自動車道阿見東IC直結,    10:00～20:00 季節により異なる,    2月第3木曜,対応可。, 029-829-5770,
九州,アウトレットモール,マリノアシティ福岡,観覧車が目印の九州最大級のアウトレットモール,https://www.walkerplus.com/spot/ar1040s364975/    ,買う,    福岡県福岡市西区小戸2-12-30[地図],    【電車】JR・福岡市地下鉄姪浜駅からバスで約15分マリノアシティ福岡下車すぐ 【車】福岡都市高速姪浜ランプまたは捨六町ランプから約4分、または福重ランプから約6分,    物販店・フードコート10:00～21:00、飲食店11:00～23:00 ※その他店舗により異なる    【変更中】物販店・フードコート10:00～20:00、飲食店11:00～21:00　※一部店舗により異なる,    なし,入場無料。, 092-892-8700 (10:00～21:00),
福岡県,アウトレットモール,マリノアシティ福岡,観覧車が目印の九州最大級のアウトレットモール,https://www.walkerplus.com/spot/ar1040s364975/    ,買う,    福岡県福岡市西区小戸2-12-30[地図],    【電車】JR・福岡市地下鉄姪浜駅からバスで約15分マリノアシティ福岡下車すぐ 【車】福岡都市高速姪浜ランプまたは捨六町ランプから約4分、または福重ランプから約6分,    物販店・フードコート10:00～21:00、飲食店11:00～23:00 ※その他店舗により異なる    【変更中】物販店・フードコート10:00～20:00、飲食店11:00～21:00　※一部店舗により異なる,    なし,入場無料。, 092-892-8700 (10:00～21:00),
関東,アウトレットモール,三井アウトレットパーク 木更津,リゾート感溢れる開放的なアウトレットモール,https://www.walkerplus.com/spot/ar0312s12212/    ,買う,    千葉県木更津市金田東3-1-1[地図],    【電車】JR袖ヶ浦駅から路線バスで約10分 【車】東京湾アクアライン木更津金田ICから約5分,    ショップ 10:00～20:00    店舗により異なる。レストラン 11:00～21:00,    不定休,対応可。, 0438-38-6100,
千葉県,アウトレットモール,三井アウトレットパーク 木更津,リゾート感溢れる開放的なアウトレットモール,https://www.walkerplus.com/spot/ar0312s12212/    ,買う,    千葉県木更津市金田東3-1-1[地図],    【電車】JR袖ヶ浦駅から路線バスで約10分 【車】東京湾アクアライン木更津金田ICから約5分,    ショップ 10:00～20:00    店舗により異なる。レストラン 11:00～21:00,    不定休,対応可。, 0438-38-6100,
関東,アウトレットモール,酒々井プレミアム・アウトレット,都心や成田空港からもアクセス良好のアウトレットモール,https://www.walkerplus.com/spot/ar0312s46233/    ,買う,    千葉県印旛郡酒々井町飯積2-4-1[地図],    【電車】JR酒々井駅からバスで約15分 【車】東関東自動車道酒々井ICから約5分,    10:00～20:00 季節により異なる    【変更中】全館20:00閉店,    2月第3木曜,対応可。, 043-481-6160,
千葉県,アウトレットモール,酒々井プレミアム・アウトレット,都心や成田空港からもアクセス良好のアウトレットモール,https://www.walkerplus.com/spot/ar0312s46233/    ,買う,    千葉県印旛郡酒々井町飯積2-4-1[地図],    【電車】JR酒々井駅からバスで約15分 【車】東関東自動車道酒々井ICから約5分,    10:00～20:00 季節により異なる    【変更中】全館20:00閉店,    2月第3木曜,対応可。, 043-481-6160,
関西,アウトレットモール,神戸三田プレミアム・アウトレット,人気ブランド目白押しのアウトレット,https://www.walkerplus.com/spot/ar0728s04533/    ,買う,    兵庫県神戸市北区上津台7-3[地図],    【電車】JR・神戸電鉄三田駅から路線バスで約20分 【車】中国自動車道神戸三田ICから約10分。六甲北有料道路大沢ICから約5分,    10:00～20:00 季節により異なる    レストラン 11:00〜21:00、カフェ 9:30〜20:00、一部店舗においてが異なる場合あり,    2月第3木曜,対応可。, 078-983-3450,
兵庫県,アウトレットモール,神戸三田プレミアム・アウトレット,人気ブランド目白押しのアウトレット,https://www.walkerplus.com/spot/ar0728s04533/    ,買う,    兵庫県神戸市北区上津台7-3[地図],    【電車】JR・神戸電鉄三田駅から路線バスで約20分 【車】中国自動車道神戸三田ICから約10分。六甲北有料道路大沢ICから約5分,    10:00～20:00 季節により異なる    レストラン 11:00〜21:00、カフェ 9:30〜20:00、一部店舗においてが異なる場合あり,    2月第3木曜,対応可。, 078-983-3450,
関東,アウトレットモール,那須ガーデンアウトレット,ロコをテーマとしたリゾート型アウトレットモール,https://www.walkerplus.com/spot/ar0309s12210/    ,買う,    栃木県那須塩原市塩野崎184-7[地図],    【電車】JR那須塩原駅から無料シャトルバスで約8分 【車】東北自動車道黒磯板室ICから約2分,    10:00～19:00    曜日･季節により変更あり,    なし,対応可。, 0287-65-4999,
栃木県,アウトレットモール,那須ガーデンアウトレット,ロコをテーマとしたリゾート型アウトレットモール,https://www.walkerplus.com/spot/ar0309s12210/    ,買う,    栃木県那須塩原市塩野崎184-7[地図],    【電車】JR那須塩原駅から無料シャトルバスで約8分 【車】東北自動車道黒磯板室ICから約2分,    10:00～19:00    曜日･季節により変更あり,    なし,対応可。, 0287-65-4999,
関西,アウトレットモール,三井アウトレットパーク 滋賀竜王,関西最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0725s14583/    ,買う,   〒520-2551 滋賀県蒲生郡竜王町薬師 砂山１１７８−６９４,    【電車】JR野洲駅またはJR近江八幡駅から路線バスで約30分、三井アウトレットパーク停留所で下車すぐ 【車】名神高速道路竜王ICからすぐ。京都から土日祝、および期間限定で平日1日1便シャトルバス(有料、要事前予約)の運行あり,    10:00～20:00    店舗により異なる ※短縮中。詳細は公式サイト等をご確認ください,    不定休,対応可。, 0748-58-5031,【電車】JR野洲駅またはJR近江八幡駅から路線バスで約30分、三井アウトレットパーク停留所で下車すぐ 【車】名神高速道路竜王ICからすぐ。京都から土日祝、および期間限定で平日1日1便シャトルバス(有料、要事前予約)の運行あり
滋賀県,アウトレットモール,三井アウトレットパーク 滋賀竜王,関西最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0725s14583/    ,買う,   〒520-2551 滋賀県蒲生郡竜王町薬師 砂山１１７８−６９４,    【電車】JR野洲駅またはJR近江八幡駅から路線バスで約30分、三井アウトレットパーク停留所で下車すぐ 【車】名神高速道路竜王ICからすぐ。京都から土日祝、および期間限定で平日1日1便シャトルバス(有料、要事前予約)の運行あり,    10:00～20:00    店舗により異なる ※短縮中。詳細は公式サイト等をご確認ください,    不定休,対応可。, 0748-58-5031,【電車】JR野洲駅またはJR近江八幡駅から路線バスで約30分、三井アウトレットパーク停留所で下車すぐ 【車】名神高速道路竜王ICからすぐ。京都から土日祝、および期間限定で平日1日1便シャトルバス(有料、要事前予約)の運行あり
関西,アウトレットモール,三井アウトレットパーク 大阪鶴見,ユニークな建築デザインの日本初のファクトリーアウトレット,https://www.walkerplus.com/spot/ar0727s80330/    ,買う,    大阪府大阪市鶴見区茨田大宮2-7-70[地図],    【電車】Osaka Metro門真南駅から徒歩5分。京阪電鉄・大阪モノレール門真市駅から無料シャトルバスで約7分 【車】近畿自動車道大東鶴見ICから約4分、門真ICから約6分,    平日11:00～20:00(飲食店は～21:00)。土・日・祝10:00～20:00(飲食店は～21:00)    【変更中】レストラン平日11:00～20:00、土日祝10:00～20:00　※ラストオーダーは店舗によって異なる,    不定休,対応可。, 06-6915-3939 (受付10:00～18:00),
大阪府,アウトレットモール,三井アウトレットパーク 大阪鶴見,ユニークな建築デザインの日本初のファクトリーアウトレット,https://www.walkerplus.com/spot/ar0727s80330/    ,買う,    大阪府大阪市鶴見区茨田大宮2-7-70[地図],    【電車】Osaka Metro門真南駅から徒歩5分。京阪電鉄・大阪モノレール門真市駅から無料シャトルバスで約7分 【車】近畿自動車道大東鶴見ICから約4分、門真ICから約6分,    平日11:00～20:00(飲食店は～21:00)。土・日・祝10:00～20:00(飲食店は～21:00)    【変更中】レストラン平日11:00～20:00、土日祝10:00～20:00　※ラストオーダーは店舗によって異なる,    不定休,対応可。, 06-6915-3939 (受付10:00～18:00),
門真南駅(大阪府),アウトレットモール,三井アウトレットパーク 大阪鶴見,ユニークな建築デザインの日本初のファクトリーアウトレット,https://www.walkerplus.com/spot/ar0727s80330/    ,買う,    大阪府大阪市鶴見区茨田大宮2-7-70[地図],    【電車】Osaka Metro門真南駅から徒歩5分。京阪電鉄・大阪モノレール門真市駅から無料シャトルバスで約7分 【車】近畿自動車道大東鶴見ICから約4分、門真ICから約6分,    平日11:00～20:00(飲食店は～21:00)。土・日・祝10:00～20:00(飲食店は～21:00)    【変更中】レストラン平日11:00～20:00、土日祝10:00～20:00　※ラストオーダーは店舗によって異なる,    不定休,対応可。, 06-6915-3939 (受付10:00～18:00),
関西,アウトレットモール,りんくうプレミアム・アウトレット,国内最大級の駅近アウトレット,https://www.walkerplus.com/spot/ar0727s04601/    ,買う,    大阪府泉佐野市りんくう往来南3-28[地図],    【電車】JR・南海りんくうタウン駅から徒歩6分 【車】阪神高速湾岸線泉佐野南出口または関西空港自動車道泉佐野出口から約5分,    10:00～20:00    季節により異なる,    2月第3木曜,対応可。, 072-458-4600,
大阪府,アウトレットモール,りんくうプレミアム・アウトレット,国内最大級の駅近アウトレット,https://www.walkerplus.com/spot/ar0727s04601/    ,買う,    大阪府泉佐野市りんくう往来南3-28[地図],    【電車】JR・南海りんくうタウン駅から徒歩6分 【車】阪神高速湾岸線泉佐野南出口または関西空港自動車道泉佐野出口から約5分,    10:00～20:00    季節により異なる,    2月第3木曜,対応可。, 072-458-4600,
りんくうタウン駅(大阪府),アウトレットモール,りんくうプレミアム・アウトレット,国内最大級の駅近アウトレット,https://www.walkerplus.com/spot/ar0727s04601/    ,買う,    大阪府泉佐野市りんくう往来南3-28[地図],    【電車】JR・南海りんくうタウン駅から徒歩6分 【車】阪神高速湾岸線泉佐野南出口または関西空港自動車道泉佐野出口から約5分,    10:00～20:00    季節により異なる,    2月第3木曜,対応可。, 072-458-4600,
羽倉崎駅(大阪府),アウトレットモール,りんくうプレミアム・アウトレット,国内最大級の駅近アウトレット,https://www.walkerplus.com/spot/ar0727s04601/    ,買う,    大阪府泉佐野市りんくう往来南3-28[地図],    【電車】JR・南海りんくうタウン駅から徒歩6分 【車】阪神高速湾岸線泉佐野南出口または関西空港自動車道泉佐野出口から約5分,    10:00～20:00    季節により異なる,    2月第3木曜,対応可。, 072-458-4600,
東海,アウトレットモール,御殿場プレミアム・アウトレット,富士山を望む国内最大級のアウトレットセンター,https://www.walkerplus.com/spot/ar0622s04600/    ,買う,    静岡県御殿場市深沢1312[地図],    【電車】JR御殿場駅から無料シャトルバスで約20分 【車】東名高速道路御殿場ICから約5分。東名高速道路足柄スマートICから約10分,    3～11月 10:00～20:00、12月～2月 10:00～19:00,    2月第3木曜,対応可。, 0550-81-3122,
静岡県,アウトレットモール,御殿場プレミアム・アウトレット,富士山を望む国内最大級のアウトレットセンター,https://www.walkerplus.com/spot/ar0622s04600/    ,買う,    静岡県御殿場市深沢1312[地図],    【電車】JR御殿場駅から無料シャトルバスで約20分 【車】東名高速道路御殿場ICから約5分。東名高速道路足柄スマートICから約10分,    3～11月 10:00～20:00、12月～2月 10:00～19:00,    2月第3木曜,対応可。, 0550-81-3122,
中国,アウトレットモール,三井アウトレットパーク 倉敷,中国・四国地方最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0833s13766/    ,買う,    岡山県倉敷市寿町12-3[地図],    【電車】JR倉敷駅から徒歩3分 【車】山陽自動車道倉敷ICから約10分,    10:00～20:00    ※時期により変更の場合あり 【短縮中】平日 10:00～19:00、土・日・祝日 10:00～20:00,    不定休,対応可。, 086-423-6500,
岡山県,アウトレットモール,三井アウトレットパーク 倉敷,中国・四国地方最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0833s13766/    ,買う,    岡山県倉敷市寿町12-3[地図],    【電車】JR倉敷駅から徒歩3分 【車】山陽自動車道倉敷ICから約10分,    10:00～20:00    ※時期により変更の場合あり 【短縮中】平日 10:00～19:00、土・日・祝日 10:00～20:00,    不定休,対応可。, 086-423-6500,
倉敷駅(岡山県),アウトレットモール,三井アウトレットパーク 倉敷,中国・四国地方最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0833s13766/    ,買う,    岡山県倉敷市寿町12-3[地図],    【電車】JR倉敷駅から徒歩3分 【車】山陽自動車道倉敷ICから約10分,    10:00～20:00    ※時期により変更の場合あり 【短縮中】平日 10:00～19:00、土・日・祝日 10:00～20:00,    不定休,対応可。, 086-423-6500,
倉敷市駅(岡山県),アウトレットモール,三井アウトレットパーク 倉敷,中国・四国地方最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0833s13766/    ,買う,    岡山県倉敷市寿町12-3[地図],    【電車】JR倉敷駅から徒歩3分 【車】山陽自動車道倉敷ICから約10分,    10:00～20:00    ※時期により変更の場合あり 【短縮中】平日 10:00～19:00、土・日・祝日 10:00～20:00,    不定休,対応可。, 086-423-6500,
東海,アウトレットモール,土岐プレミアム・アウトレット,アメリカをイメージした中部地区屈指のアウトレット,https://www.walkerplus.com/spot/ar0621s03508/    ,買う,    岐阜県土岐市土岐ヶ丘1-2[地図],    【電車】JR多治見駅からバスで約30分 【車】東海環状自動車道土岐南多治見ICから約4分,    ショップ・フードコート10:00～20:00、カフェ9:30～20:00、レストラン11:00～21:00    ※季節によって変動あり,    2月第3木曜,対応可。, 0572-53-3160,
岐阜県,アウトレットモール,土岐プレミアム・アウトレット,アメリカをイメージした中部地区屈指のアウトレット,https://www.walkerplus.com/spot/ar0621s03508/    ,買う,    岐阜県土岐市土岐ヶ丘1-2[地図],    【電車】JR多治見駅からバスで約30分 【車】東海環状自動車道土岐南多治見ICから約4分,    ショップ・フードコート10:00～20:00、カフェ9:30～20:00、レストラン11:00～21:00    ※季節によって変動あり,    2月第3木曜,対応可。, 0572-53-3160,
東海,アウトレットモール,三井アウトレットパーク ジャズドリーム長島,店舗数、店舗面積が国内最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0624s80329/    ,買う,    三重県桑名市長島町浦安368[地図],    【電車】JR・近畿日本鉄道・養老鉄道桑名駅からバスに乗り約20分 長島温泉下車 【車】伊勢湾岸自動車道湾岸長島ICからすぐ。東名阪自動車道長島ICから約15分,    10:00～20:00    飲食店については店舗によりが異なる(季節によっても変更あり),    なし,入場無料。, 0594-45-8700 (受付10:00～18:00),
三重県,アウトレットモール,三井アウトレットパーク ジャズドリーム長島,店舗数、店舗面積が国内最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0624s80329/    ,買う,    三重県桑名市長島町浦安368[地図],    【電車】JR・近畿日本鉄道・養老鉄道桑名駅からバスに乗り約20分 長島温泉下車 【車】伊勢湾岸自動車道湾岸長島ICからすぐ。東名阪自動車道長島ICから約15分,    10:00～20:00    飲食店については店舗によりが異なる(季節によっても変更あり),    なし,入場無料。, 0594-45-8700 (受付10:00～18:00),
東北,アウトレットモール,三井アウトレットパーク 仙台港,東北地方最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0204s14582/    ,買う,    宮城県仙台市宮城野区中野3-7-2[地図],    【電車】JR中野栄駅から徒歩8分 【車】三陸自動車道仙台港北ICから約5分または仙台東部道路仙台港ICから約6分,    10:00～20:00,    不定休,対応可。, 022-355-8800,
宮城県,アウトレットモール,三井アウトレットパーク 仙台港,東北地方最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0204s14582/    ,買う,    宮城県仙台市宮城野区中野3-7-2[地図],    【電車】JR中野栄駅から徒歩8分 【車】三陸自動車道仙台港北ICから約5分または仙台東部道路仙台港ICから約6分,    10:00～20:00,    不定休,対応可。, 022-355-8800,
中野栄駅(宮城県),アウトレットモール,三井アウトレットパーク 仙台港,東北地方最大級のアウトレットモール,https://www.walkerplus.com/spot/ar0204s14582/    ,買う,    宮城県仙台市宮城野区中野3-7-2[地図],    【電車】JR中野栄駅から徒歩8分 【車】三陸自動車道仙台港北ICから約5分または仙台東部道路仙台港ICから約6分,    10:00～20:00,    不定休,対応可。, 022-355-8800,
九州,アウトレットモール,沖縄アウトレットモール あしびなー,日本最南端のアウトレットモール,https://www.walkerplus.com/spot/ar1047s12213/    ,買う,    沖縄県豊見城市字豊崎1-188[地図],    【車】那覇空港から南へ約15分。那覇空港自動車道豊見城・名嘉地ICから約10分,    10:00～20:00    飲食は店舗によりが異なる,    なし,店舗により利用可能なクレジットカード及び、電子マネーは異なる, 098-891-6000,
沖縄県,アウトレットモール,沖縄アウトレットモール あしびなー,日本最南端のアウトレットモール,https://www.walkerplus.com/spot/ar1047s12213/    ,買う,    沖縄県豊見城市字豊崎1-188[地図],    【車】那覇空港から南へ約15分。那覇空港自動車道豊見城・名嘉地ICから約10分,    10:00～20:00    飲食は店舗によりが異なる,    なし,店舗により利用可能なクレジットカード及び、電子マネーは異なる, 098-891-6000,
東北,アウトレットモール,仙台泉プレミアム・アウトレット,アメリカの町並みをイメージしたアウトレットセンター,https://www.walkerplus.com/spot/ar0204s04535/    ,買う,    宮城県仙台市泉区寺岡6-1-1[地図],    【電車】仙台市地下鉄泉中央駅からバスに乗り約20分 寺岡一丁目北・泉アウトレット下車徒歩3分。JR仙台駅からバスに乗り約40分 寺岡六丁目・泉アウトレット下車すぐ 【車】東北自動車道泉ICから約10分、泉PAスマートICから約5分,    10:00～20:00 季節により異なる,    1月1日、2月第3木曜,対応可。, 022-342-5310,
宮城県,アウトレットモール,仙台泉プレミアム・アウトレット,アメリカの町並みをイメージしたアウトレットセンター,https://www.walkerplus.com/spot/ar0204s04535/    ,買う,    宮城県仙台市泉区寺岡6-1-1[地図],    【電車】仙台市地下鉄泉中央駅からバスに乗り約20分 寺岡一丁目北・泉アウトレット下車徒歩3分。JR仙台駅からバスに乗り約40分 寺岡六丁目・泉アウトレット下車すぐ 【車】東北自動車道泉ICから約10分、泉PAスマートICから約5分,    10:00～20:00 季節により異なる,    1月1日、2月第3木曜,対応可。, 022-342-5310,
北海道,アウトレットモール,千歳アウトレットモール・レラ,愛犬を連れて行けるアウトレット,https://www.walkerplus.com/spot/ar0101s03416/    ,買う,    北海道千歳市柏台南1-2-1[地図],    【電車】JR南千歳駅から徒歩3分 【車】道央自動車道千歳ICから約10分。道東自動車道千歳東ICから約15分,    10:00～19:00※一部飲食店は11:00〜    季節により変動,    なし,入場無料。, 0123-42-3000 千歳アウトレットモール・レラ,
北海道,アウトレットモール,千歳アウトレットモール・レラ,愛犬を連れて行けるアウトレット,https://www.walkerplus.com/spot/ar0101s03416/    ,買う,    北海道千歳市柏台南1-2-1[地図],    【電車】JR南千歳駅から徒歩3分 【車】道央自動車道千歳ICから約10分。道東自動車道千歳東ICから約15分,    10:00～19:00※一部飲食店は11:00〜    季節により変動,    なし,入場無料。, 0123-42-3000 千歳アウトレットモール・レラ,
南千歳駅(北海道),アウトレットモール,千歳アウトレットモール・レラ,愛犬を連れて行けるアウトレット,https://www.walkerplus.com/spot/ar0101s03416/    ,買う,    北海道千歳市柏台南1-2-1[地図],    【電車】JR南千歳駅から徒歩3分 【車】道央自動車道千歳ICから約10分。道東自動車道千歳東ICから約15分,    10:00～19:00※一部飲食店は11:00〜    季節により変動,    なし,入場無料。, 0123-42-3000 千歳アウトレットモール・レラ,
関東,アウトレットモール,三井アウトレットパーク 入間,都心からもアクセス良好なアウトレット,https://www.walkerplus.com/spot/ar0311s12211/    ,買う,    埼玉県入間市宮寺3169-1[地図],    【電車】西武鉄道池袋線入間市駅からバスで約15分 【車】圏央道入間ICから約500m,    物販10:00～20:00、レストラン11:00～21:00、フードコート10:30～21:00    ※飲食店のラストオーダーは店舗により異なる 【変更中】レストラン11:00～20:00、フードコート10:30～20:00　※飲食店のラストオーダーは店舗により異なる,    不定休,対応可。, 04-2935-1616,
埼玉県,アウトレットモール,三井アウトレットパーク 入間,都心からもアクセス良好なアウトレット,https://www.walkerplus.com/spot/ar0311s12211/    ,買う,    埼玉県入間市宮寺3169-1[地図],    【電車】西武鉄道池袋線入間市駅からバスで約15分 【車】圏央道入間ICから約500m,    物販10:00～20:00、レストラン11:00～21:00、フードコート10:30～21:00    ※飲食店のラストオーダーは店舗により異なる 【変更中】レストラン11:00～20:00、フードコート10:30～20:00　※飲食店のラストオーダーは店舗により異なる,    不定休,対応可。, 04-2935-1616,
関東,アウトレットモール,三井アウトレットパーク 横浜ベイサイド,海辺の心地よさと賑わいを感じられる滞在型アウトレットモール,https://www.walkerplus.com/spot/ar0314s382014/    ,買う,    神奈川県横浜市金沢区白帆5-2[地図],    【電車】シーサイドライン鳥浜駅から徒歩5分【車】首都高速湾岸線杉田出口から1.5km、横浜横須賀道路並木出口から1.5km,    物販・サービス10:00～20:00、飲食11:00～21:00、フードコート10:30～21:00    ※ラストオーダーは店舗により異なる。※時期によりが変更となる場合あり。 【変更中】レストラン11:00～20:00、フードコート10:30～20:00,    不定休,入場無料。, 045-775-4446 受付時間10:00～18:00,
