area_list,tags_list,name,description,url,category,address,access,business_hours,regular_holidays,price,phone_no,if_reservation_needed
東海,博物館・資料館,野外民族博物館 リトルワールド,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s03571/    ,観る・学ぶ,    愛知県犬山市今井成沢90-48[地図],    【電車】名古屋鉄道犬山駅からバスで約20分、リトルワールド下車すぐ 【車】中央自動車道小牧東ICから約10分,    10:00～16:00    ※季節によって変動あり,    不定休※詳細は公式サイトを確認,有料。 入館料:大人・大学生1800円、シルバー(65歳以上、要証明書提示)1400円、中学生・高校生・留学生(要証明書提示)1100円、小学生700円、幼児(3歳以上)300円 ※クレジットカードは一部店舗では使用不可, 0568-62-5611,
愛知県,博物館・資料館,野外民族博物館 リトルワールド,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s03571/    ,観る・学ぶ,    愛知県犬山市今井成沢90-48[地図],    【電車】名古屋鉄道犬山駅からバスで約20分、リトルワールド下車すぐ 【車】中央自動車道小牧東ICから約10分,    10:00～16:00    ※季節によって変動あり,    不定休※詳細は公式サイトを確認,有料。 入館料:大人・大学生1800円、シルバー(65歳以上、要証明書提示)1400円、中学生・高校生・留学生(要証明書提示)1100円、小学生700円、幼児(3歳以上)300円 ※クレジットカードは一部店舗では使用不可, 0568-62-5611,
東海,子供と,野外民族博物館 リトルワールド,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s03571/    ,観る・学ぶ,    愛知県犬山市今井成沢90-48[地図],    【電車】名古屋鉄道犬山駅からバスで約20分、リトルワールド下車すぐ 【車】中央自動車道小牧東ICから約10分,    10:00～16:00    ※季節によって変動あり,    不定休※詳細は公式サイトを確認,有料。 入館料:大人・大学生1800円、シルバー(65歳以上、要証明書提示)1400円、中学生・高校生・留学生(要証明書提示)1100円、小学生700円、幼児(3歳以上)300円 ※クレジットカードは一部店舗では使用不可, 0568-62-5611,
愛知県,子供と,野外民族博物館 リトルワールド,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s03571/    ,観る・学ぶ,    愛知県犬山市今井成沢90-48[地図],    【電車】名古屋鉄道犬山駅からバスで約20分、リトルワールド下車すぐ 【車】中央自動車道小牧東ICから約10分,    10:00～16:00    ※季節によって変動あり,    不定休※詳細は公式サイトを確認,有料。 入館料:大人・大学生1800円、シルバー(65歳以上、要証明書提示)1400円、中学生・高校生・留学生(要証明書提示)1100円、小学生700円、幼児(3歳以上)300円 ※クレジットカードは一部店舗では使用不可, 0568-62-5611,
東海,恋人と・夫婦で,野外民族博物館 リトルワールド,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s03571/    ,観る・学ぶ,    愛知県犬山市今井成沢90-48[地図],    【電車】名古屋鉄道犬山駅からバスで約20分、リトルワールド下車すぐ 【車】中央自動車道小牧東ICから約10分,    10:00～16:00    ※季節によって変動あり,    不定休※詳細は公式サイトを確認,有料。 入館料:大人・大学生1800円、シルバー(65歳以上、要証明書提示)1400円、中学生・高校生・留学生(要証明書提示)1100円、小学生700円、幼児(3歳以上)300円 ※クレジットカードは一部店舗では使用不可, 0568-62-5611,
愛知県,恋人と・夫婦で,野外民族博物館 リトルワールド,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s03571/    ,観る・学ぶ,    愛知県犬山市今井成沢90-48[地図],    【電車】名古屋鉄道犬山駅からバスで約20分、リトルワールド下車すぐ 【車】中央自動車道小牧東ICから約10分,    10:00～16:00    ※季節によって変動あり,    不定休※詳細は公式サイトを確認,有料。 入館料:大人・大学生1800円、シルバー(65歳以上、要証明書提示)1400円、中学生・高校生・留学生(要証明書提示)1100円、小学生700円、幼児(3歳以上)300円 ※クレジットカードは一部店舗では使用不可, 0568-62-5611,
東海,友達と,野外民族博物館 リトルワールド,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s03571/    ,観る・学ぶ,    愛知県犬山市今井成沢90-48[地図],    【電車】名古屋鉄道犬山駅からバスで約20分、リトルワールド下車すぐ 【車】中央自動車道小牧東ICから約10分,    10:00～16:00    ※季節によって変動あり,    不定休※詳細は公式サイトを確認,有料。 入館料:大人・大学生1800円、シルバー(65歳以上、要証明書提示)1400円、中学生・高校生・留学生(要証明書提示)1100円、小学生700円、幼児(3歳以上)300円 ※クレジットカードは一部店舗では使用不可, 0568-62-5611,
愛知県,友達と,野外民族博物館 リトルワールド,混雑する時間の目安,https://www.walkerplus.com/spot/ar0623s03571/    ,観る・学ぶ,    愛知県犬山市今井成沢90-48[地図],    【電車】名古屋鉄道犬山駅からバスで約20分、リトルワールド下車すぐ 【車】中央自動車道小牧東ICから約10分,    10:00～16:00    ※季節によって変動あり,    不定休※詳細は公式サイトを確認,有料。 入館料:大人・大学生1800円、シルバー(65歳以上、要証明書提示)1400円、中学生・高校生・留学生(要証明書提示)1100円、小学生700円、幼児(3歳以上)300円 ※クレジットカードは一部店舗では使用不可, 0568-62-5611,
北海道,博物館・資料館,三笠市立博物館,混雑する時間の目安,https://www.walkerplus.com/spot/ar0101s54539/    ,観る・学ぶ,    北海道三笠市幾春別錦町1-212-1[地図],    【電車】JR函館本線岩見沢駅からバスで幾春別町下車、徒歩5分 【車】道央自動車道三笠ICから約17分,    9:00～17:00、最終入館16:30,    毎週月曜(祝日の場合は翌平日)、年末年始(12月30日～1月4日),有料。 入館料：一般(高校生以上)450円、小中学生150円、小学生未満無料。20名以上の団体は2割引。三笠鉄道記念館と三笠文化芸術振興促進施設との共通利用券もあり(要問い合せ), 01267-6-7545,
北海道,博物館・資料館,三笠市立博物館,混雑する時間の目安,https://www.walkerplus.com/spot/ar0101s54539/    ,観る・学ぶ,    北海道三笠市幾春別錦町1-212-1[地図],    【電車】JR函館本線岩見沢駅からバスで幾春別町下車、徒歩5分 【車】道央自動車道三笠ICから約17分,    9:00～17:00、最終入館16:30,    毎週月曜(祝日の場合は翌平日)、年末年始(12月30日～1月4日),有料。 入館料：一般(高校生以上)450円、小中学生150円、小学生未満無料。20名以上の団体は2割引。三笠鉄道記念館と三笠文化芸術振興促進施設との共通利用券もあり(要問い合せ), 01267-6-7545,
北海道,子供と,三笠市立博物館,混雑する時間の目安,https://www.walkerplus.com/spot/ar0101s54539/    ,観る・学ぶ,    北海道三笠市幾春別錦町1-212-1[地図],    【電車】JR函館本線岩見沢駅からバスで幾春別町下車、徒歩5分 【車】道央自動車道三笠ICから約17分,    9:00～17:00、最終入館16:30,    毎週月曜(祝日の場合は翌平日)、年末年始(12月30日～1月4日),有料。 入館料：一般(高校生以上)450円、小中学生150円、小学生未満無料。20名以上の団体は2割引。三笠鉄道記念館と三笠文化芸術振興促進施設との共通利用券もあり(要問い合せ), 01267-6-7545,
北海道,子供と,三笠市立博物館,混雑する時間の目安,https://www.walkerplus.com/spot/ar0101s54539/    ,観る・学ぶ,    北海道三笠市幾春別錦町1-212-1[地図],    【電車】JR函館本線岩見沢駅からバスで幾春別町下車、徒歩5分 【車】道央自動車道三笠ICから約17分,    9:00～17:00、最終入館16:30,    毎週月曜(祝日の場合は翌平日)、年末年始(12月30日～1月4日),有料。 入館料：一般(高校生以上)450円、小中学生150円、小学生未満無料。20名以上の団体は2割引。三笠鉄道記念館と三笠文化芸術振興促進施設との共通利用券もあり(要問い合せ), 01267-6-7545,
北海道,恋人と・夫婦で,三笠市立博物館,混雑する時間の目安,https://www.walkerplus.com/spot/ar0101s54539/    ,観る・学ぶ,    北海道三笠市幾春別錦町1-212-1[地図],    【電車】JR函館本線岩見沢駅からバスで幾春別町下車、徒歩5分 【車】道央自動車道三笠ICから約17分,    9:00～17:00、最終入館16:30,    毎週月曜(祝日の場合は翌平日)、年末年始(12月30日～1月4日),有料。 入館料：一般(高校生以上)450円、小中学生150円、小学生未満無料。20名以上の団体は2割引。三笠鉄道記念館と三笠文化芸術振興促進施設との共通利用券もあり(要問い合せ), 01267-6-7545,
北海道,恋人と・夫婦で,三笠市立博物館,混雑する時間の目安,https://www.walkerplus.com/spot/ar0101s54539/    ,観る・学ぶ,    北海道三笠市幾春別錦町1-212-1[地図],    【電車】JR函館本線岩見沢駅からバスで幾春別町下車、徒歩5分 【車】道央自動車道三笠ICから約17分,    9:00～17:00、最終入館16:30,    毎週月曜(祝日の場合は翌平日)、年末年始(12月30日～1月4日),有料。 入館料：一般(高校生以上)450円、小中学生150円、小学生未満無料。20名以上の団体は2割引。三笠鉄道記念館と三笠文化芸術振興促進施設との共通利用券もあり(要問い合せ), 01267-6-7545,
北海道,友達と,三笠市立博物館,混雑する時間の目安,https://www.walkerplus.com/spot/ar0101s54539/    ,観る・学ぶ,    北海道三笠市幾春別錦町1-212-1[地図],    【電車】JR函館本線岩見沢駅からバスで幾春別町下車、徒歩5分 【車】道央自動車道三笠ICから約17分,    9:00～17:00、最終入館16:30,    毎週月曜(祝日の場合は翌平日)、年末年始(12月30日～1月4日),有料。 入館料：一般(高校生以上)450円、小中学生150円、小学生未満無料。20名以上の団体は2割引。三笠鉄道記念館と三笠文化芸術振興促進施設との共通利用券もあり(要問い合せ), 01267-6-7545,
北海道,友達と,三笠市立博物館,混雑する時間の目安,https://www.walkerplus.com/spot/ar0101s54539/    ,観る・学ぶ,    北海道三笠市幾春別錦町1-212-1[地図],    【電車】JR函館本線岩見沢駅からバスで幾春別町下車、徒歩5分 【車】道央自動車道三笠ICから約17分,    9:00～17:00、最終入館16:30,    毎週月曜(祝日の場合は翌平日)、年末年始(12月30日～1月4日),有料。 入館料：一般(高校生以上)450円、小中学生150円、小学生未満無料。20名以上の団体は2割引。三笠鉄道記念館と三笠文化芸術振興促進施設との共通利用券もあり(要問い合せ), 01267-6-7545,
東北,博物館・資料館,古代の丘,古代の住居や文化が学べる資料館,https://www.walkerplus.com/spot/ar0206s62985/    ,観る・学ぶ,    山形県長井市草岡2768-1[地図],    【電車】山形鉄道羽前成田駅から徒歩30分、長井駅から車で約15分 【車】東北自動車道福島飯坂ICから約100分,    古代の丘資料館9:00～16:00。古代の丘キャンプ場･バンガロー(5～10月)9:00～16:00,    月曜(祝日の場合は翌日)。12月16日～4月15日,入場無料。 企画展観覧料は内容によって異なる。バンガロー1泊3130円(6棟、定員8名まで)。キャンプ場テント1張510円(約20張可), 0238-88-9978,要予約 バンガロー、キャンプ場のみ要予約(古代の丘資料館で受付)
山形県,博物館・資料館,古代の丘,古代の住居や文化が学べる資料館,https://www.walkerplus.com/spot/ar0206s62985/    ,観る・学ぶ,    山形県長井市草岡2768-1[地図],    【電車】山形鉄道羽前成田駅から徒歩30分、長井駅から車で約15分 【車】東北自動車道福島飯坂ICから約100分,    古代の丘資料館9:00～16:00。古代の丘キャンプ場･バンガロー(5～10月)9:00～16:00,    月曜(祝日の場合は翌日)。12月16日～4月15日,入場無料。 企画展観覧料は内容によって異なる。バンガロー1泊3130円(6棟、定員8名まで)。キャンプ場テント1張510円(約20張可), 0238-88-9978,要予約 バンガロー、キャンプ場のみ要予約(古代の丘資料館で受付)
東北,子供と,古代の丘,古代の住居や文化が学べる資料館,https://www.walkerplus.com/spot/ar0206s62985/    ,観る・学ぶ,    山形県長井市草岡2768-1[地図],    【電車】山形鉄道羽前成田駅から徒歩30分、長井駅から車で約15分 【車】東北自動車道福島飯坂ICから約100分,    古代の丘資料館9:00～16:00。古代の丘キャンプ場･バンガロー(5～10月)9:00～16:00,    月曜(祝日の場合は翌日)。12月16日～4月15日,入場無料。 企画展観覧料は内容によって異なる。バンガロー1泊3130円(6棟、定員8名まで)。キャンプ場テント1張510円(約20張可), 0238-88-9978,要予約 バンガロー、キャンプ場のみ要予約(古代の丘資料館で受付)
山形県,子供と,古代の丘,古代の住居や文化が学べる資料館,https://www.walkerplus.com/spot/ar0206s62985/    ,観る・学ぶ,    山形県長井市草岡2768-1[地図],    【電車】山形鉄道羽前成田駅から徒歩30分、長井駅から車で約15分 【車】東北自動車道福島飯坂ICから約100分,    古代の丘資料館9:00～16:00。古代の丘キャンプ場･バンガロー(5～10月)9:00～16:00,    月曜(祝日の場合は翌日)。12月16日～4月15日,入場無料。 企画展観覧料は内容によって異なる。バンガロー1泊3130円(6棟、定員8名まで)。キャンプ場テント1張510円(約20張可), 0238-88-9978,要予約 バンガロー、キャンプ場のみ要予約(古代の丘資料館で受付)
東北,恋人と・夫婦で,古代の丘,古代の住居や文化が学べる資料館,https://www.walkerplus.com/spot/ar0206s62985/    ,観る・学ぶ,    山形県長井市草岡2768-1[地図],    【電車】山形鉄道羽前成田駅から徒歩30分、長井駅から車で約15分 【車】東北自動車道福島飯坂ICから約100分,    古代の丘資料館9:00～16:00。古代の丘キャンプ場･バンガロー(5～10月)9:00～16:00,    月曜(祝日の場合は翌日)。12月16日～4月15日,入場無料。 企画展観覧料は内容によって異なる。バンガロー1泊3130円(6棟、定員8名まで)。キャンプ場テント1張510円(約20張可), 0238-88-9978,要予約 バンガロー、キャンプ場のみ要予約(古代の丘資料館で受付)
山形県,恋人と・夫婦で,古代の丘,古代の住居や文化が学べる資料館,https://www.walkerplus.com/spot/ar0206s62985/    ,観る・学ぶ,    山形県長井市草岡2768-1[地図],    【電車】山形鉄道羽前成田駅から徒歩30分、長井駅から車で約15分 【車】東北自動車道福島飯坂ICから約100分,    古代の丘資料館9:00～16:00。古代の丘キャンプ場･バンガロー(5～10月)9:00～16:00,    月曜(祝日の場合は翌日)。12月16日～4月15日,入場無料。 企画展観覧料は内容によって異なる。バンガロー1泊3130円(6棟、定員8名まで)。キャンプ場テント1張510円(約20張可), 0238-88-9978,要予約 バンガロー、キャンプ場のみ要予約(古代の丘資料館で受付)
東北,友達と,古代の丘,古代の住居や文化が学べる資料館,https://www.walkerplus.com/spot/ar0206s62985/    ,観る・学ぶ,    山形県長井市草岡2768-1[地図],    【電車】山形鉄道羽前成田駅から徒歩30分、長井駅から車で約15分 【車】東北自動車道福島飯坂ICから約100分,    古代の丘資料館9:00～16:00。古代の丘キャンプ場･バンガロー(5～10月)9:00～16:00,    月曜(祝日の場合は翌日)。12月16日～4月15日,入場無料。 企画展観覧料は内容によって異なる。バンガロー1泊3130円(6棟、定員8名まで)。キャンプ場テント1張510円(約20張可), 0238-88-9978,要予約 バンガロー、キャンプ場のみ要予約(古代の丘資料館で受付)
山形県,友達と,古代の丘,古代の住居や文化が学べる資料館,https://www.walkerplus.com/spot/ar0206s62985/    ,観る・学ぶ,    山形県長井市草岡2768-1[地図],    【電車】山形鉄道羽前成田駅から徒歩30分、長井駅から車で約15分 【車】東北自動車道福島飯坂ICから約100分,    古代の丘資料館9:00～16:00。古代の丘キャンプ場･バンガロー(5～10月)9:00～16:00,    月曜(祝日の場合は翌日)。12月16日～4月15日,入場無料。 企画展観覧料は内容によって異なる。バンガロー1泊3130円(6棟、定員8名まで)。キャンプ場テント1張510円(約20張可), 0238-88-9978,要予約 バンガロー、キャンプ場のみ要予約(古代の丘資料館で受付)
東海,博物館・資料館,鳥羽市立海の博物館,海に生きる人々の暮らしを生き生きと,https://www.walkerplus.com/spot/ar0624s55743/    ,観る・学ぶ,    三重県鳥羽市浦村町大吉1731-68[地図],    【電車】JR・近鉄鳥羽駅からバスで35分、海の博物館前下車すぐ【車】伊勢自動車道伊勢ICから約40分,    3月1日～11月30日9:00～17:00、12月1日～2月末日9:00～16:30、最終入館は閉館の30分前まで(船の収蔵庫は16:00まで),    6月26日～30日、12月26日～30日,有料。 大人(18歳以上)800円、小人400円。団体(20～99名)大人720円、小人320円。団体(100名以上)大人640円、小人280円, 0599-32-6006,
三重県,博物館・資料館,鳥羽市立海の博物館,海に生きる人々の暮らしを生き生きと,https://www.walkerplus.com/spot/ar0624s55743/    ,観る・学ぶ,    三重県鳥羽市浦村町大吉1731-68[地図],    【電車】JR・近鉄鳥羽駅からバスで35分、海の博物館前下車すぐ【車】伊勢自動車道伊勢ICから約40分,    3月1日～11月30日9:00～17:00、12月1日～2月末日9:00～16:30、最終入館は閉館の30分前まで(船の収蔵庫は16:00まで),    6月26日～30日、12月26日～30日,有料。 大人(18歳以上)800円、小人400円。団体(20～99名)大人720円、小人320円。団体(100名以上)大人640円、小人280円, 0599-32-6006,
東海,子供と,鳥羽市立海の博物館,海に生きる人々の暮らしを生き生きと,https://www.walkerplus.com/spot/ar0624s55743/    ,観る・学ぶ,    三重県鳥羽市浦村町大吉1731-68[地図],    【電車】JR・近鉄鳥羽駅からバスで35分、海の博物館前下車すぐ【車】伊勢自動車道伊勢ICから約40分,    3月1日～11月30日9:00～17:00、12月1日～2月末日9:00～16:30、最終入館は閉館の30分前まで(船の収蔵庫は16:00まで),    6月26日～30日、12月26日～30日,有料。 大人(18歳以上)800円、小人400円。団体(20～99名)大人720円、小人320円。団体(100名以上)大人640円、小人280円, 0599-32-6006,
三重県,子供と,鳥羽市立海の博物館,海に生きる人々の暮らしを生き生きと,https://www.walkerplus.com/spot/ar0624s55743/    ,観る・学ぶ,    三重県鳥羽市浦村町大吉1731-68[地図],    【電車】JR・近鉄鳥羽駅からバスで35分、海の博物館前下車すぐ【車】伊勢自動車道伊勢ICから約40分,    3月1日～11月30日9:00～17:00、12月1日～2月末日9:00～16:30、最終入館は閉館の30分前まで(船の収蔵庫は16:00まで),    6月26日～30日、12月26日～30日,有料。 大人(18歳以上)800円、小人400円。団体(20～99名)大人720円、小人320円。団体(100名以上)大人640円、小人280円, 0599-32-6006,
東海,恋人と・夫婦で,鳥羽市立海の博物館,海に生きる人々の暮らしを生き生きと,https://www.walkerplus.com/spot/ar0624s55743/    ,観る・学ぶ,    三重県鳥羽市浦村町大吉1731-68[地図],    【電車】JR・近鉄鳥羽駅からバスで35分、海の博物館前下車すぐ【車】伊勢自動車道伊勢ICから約40分,    3月1日～11月30日9:00～17:00、12月1日～2月末日9:00～16:30、最終入館は閉館の30分前まで(船の収蔵庫は16:00まで),    6月26日～30日、12月26日～30日,有料。 大人(18歳以上)800円、小人400円。団体(20～99名)大人720円、小人320円。団体(100名以上)大人640円、小人280円, 0599-32-6006,
三重県,恋人と・夫婦で,鳥羽市立海の博物館,海に生きる人々の暮らしを生き生きと,https://www.walkerplus.com/spot/ar0624s55743/    ,観る・学ぶ,    三重県鳥羽市浦村町大吉1731-68[地図],    【電車】JR・近鉄鳥羽駅からバスで35分、海の博物館前下車すぐ【車】伊勢自動車道伊勢ICから約40分,    3月1日～11月30日9:00～17:00、12月1日～2月末日9:00～16:30、最終入館は閉館の30分前まで(船の収蔵庫は16:00まで),    6月26日～30日、12月26日～30日,有料。 大人(18歳以上)800円、小人400円。団体(20～99名)大人720円、小人320円。団体(100名以上)大人640円、小人280円, 0599-32-6006,
東海,友達と,鳥羽市立海の博物館,海に生きる人々の暮らしを生き生きと,https://www.walkerplus.com/spot/ar0624s55743/    ,観る・学ぶ,    三重県鳥羽市浦村町大吉1731-68[地図],    【電車】JR・近鉄鳥羽駅からバスで35分、海の博物館前下車すぐ【車】伊勢自動車道伊勢ICから約40分,    3月1日～11月30日9:00～17:00、12月1日～2月末日9:00～16:30、最終入館は閉館の30分前まで(船の収蔵庫は16:00まで),    6月26日～30日、12月26日～30日,有料。 大人(18歳以上)800円、小人400円。団体(20～99名)大人720円、小人320円。団体(100名以上)大人640円、小人280円, 0599-32-6006,
三重県,友達と,鳥羽市立海の博物館,海に生きる人々の暮らしを生き生きと,https://www.walkerplus.com/spot/ar0624s55743/    ,観る・学ぶ,    三重県鳥羽市浦村町大吉1731-68[地図],    【電車】JR・近鉄鳥羽駅からバスで35分、海の博物館前下車すぐ【車】伊勢自動車道伊勢ICから約40分,    3月1日～11月30日9:00～17:00、12月1日～2月末日9:00～16:30、最終入館は閉館の30分前まで(船の収蔵庫は16:00まで),    6月26日～30日、12月26日～30日,有料。 大人(18歳以上)800円、小人400円。団体(20～99名)大人720円、小人320円。団体(100名以上)大人640円、小人280円, 0599-32-6006,
関東,美術館,西武アート･フォーラム,アートを身近に感じられる多彩な作品を展示,https://www.walkerplus.com/spot/ar0313s76713/    ,観る・学ぶ,    東京都豊島区南池袋1-28-1 西武池袋本店本館6階中央B-8[地図],    【電車】JR･東武東上線･西武池袋線･東京メトロ池袋駅から徒歩すぐ,    月～土 10:00～21:00、日･祝 10:00～20:00。催事最終日は午後4時閉場    最新の情報はHPで要確認,    不定休(西武池袋本店の休館日に準ずる),アート・フォーラムは料金無料, 03-3981-0111 (大代表),
東京都,美術館,西武アート･フォーラム,アートを身近に感じられる多彩な作品を展示,https://www.walkerplus.com/spot/ar0313s76713/    ,観る・学ぶ,    東京都豊島区南池袋1-28-1 西武池袋本店本館6階中央B-8[地図],    【電車】JR･東武東上線･西武池袋線･東京メトロ池袋駅から徒歩すぐ,    月～土 10:00～21:00、日･祝 10:00～20:00。催事最終日は午後4時閉場    最新の情報はHPで要確認,    不定休(西武池袋本店の休館日に準ずる),アート・フォーラムは料金無料, 03-3981-0111 (大代表),
池袋駅(東京都),美術館,西武アート･フォーラム,アートを身近に感じられる多彩な作品を展示,https://www.walkerplus.com/spot/ar0313s76713/    ,観る・学ぶ,    東京都豊島区南池袋1-28-1 西武池袋本店本館6階中央B-8[地図],    【電車】JR･東武東上線･西武池袋線･東京メトロ池袋駅から徒歩すぐ,    月～土 10:00～21:00、日･祝 10:00～20:00。催事最終日は午後4時閉場    最新の情報はHPで要確認,    不定休(西武池袋本店の休館日に準ずる),アート・フォーラムは料金無料, 03-3981-0111 (大代表),
都電雑司ヶ谷停留所(東京都),美術館,西武アート･フォーラム,アートを身近に感じられる多彩な作品を展示,https://www.walkerplus.com/spot/ar0313s76713/    ,観る・学ぶ,    東京都豊島区南池袋1-28-1 西武池袋本店本館6階中央B-8[地図],    【電車】JR･東武東上線･西武池袋線･東京メトロ池袋駅から徒歩すぐ,    月～土 10:00～21:00、日･祝 10:00～20:00。催事最終日は午後4時閉場    最新の情報はHPで要確認,    不定休(西武池袋本店の休館日に準ずる),アート・フォーラムは料金無料, 03-3981-0111 (大代表),
東池袋駅(東京都),美術館,西武アート･フォーラム,アートを身近に感じられる多彩な作品を展示,https://www.walkerplus.com/spot/ar0313s76713/    ,観る・学ぶ,    東京都豊島区南池袋1-28-1 西武池袋本店本館6階中央B-8[地図],    【電車】JR･東武東上線･西武池袋線･東京メトロ池袋駅から徒歩すぐ,    月～土 10:00～21:00、日･祝 10:00～20:00。催事最終日は午後4時閉場    最新の情報はHPで要確認,    不定休(西武池袋本店の休館日に準ずる),アート・フォーラムは料金無料, 03-3981-0111 (大代表),
東池袋四丁目停留所(東京都),美術館,西武アート･フォーラム,アートを身近に感じられる多彩な作品を展示,https://www.walkerplus.com/spot/ar0313s76713/    ,観る・学ぶ,    東京都豊島区南池袋1-28-1 西武池袋本店本館6階中央B-8[地図],    【電車】JR･東武東上線･西武池袋線･東京メトロ池袋駅から徒歩すぐ,    月～土 10:00～21:00、日･祝 10:00～20:00。催事最終日は午後4時閉場    最新の情報はHPで要確認,    不定休(西武池袋本店の休館日に準ずる),アート・フォーラムは料金無料, 03-3981-0111 (大代表),
関東,ギャラリー,西武アート･フォーラム,アートを身近に感じられる多彩な作品を展示,https://www.walkerplus.com/spot/ar0313s76713/    ,観る・学ぶ,    東京都豊島区南池袋1-28-1 西武池袋本店本館6階中央B-8[地図],    【電車】JR･東武東上線･西武池袋線･東京メトロ池袋駅から徒歩すぐ,    月～土 10:00～21:00、日･祝 10:00～20:00。催事最終日は午後4時閉場    最新の情報はHPで要確認,    不定休(西武池袋本店の休館日に準ずる),アート・フォーラムは料金無料, 03-3981-0111 (大代表),
東京都,ギャラリー,西武アート･フォーラム,アートを身近に感じられる多彩な作品を展示,https://www.walkerplus.com/spot/ar0313s76713/    ,観る・学ぶ,    東京都豊島区南池袋1-28-1 西武池袋本店本館6階中央B-8[地図],    【電車】JR･東武東上線･西武池袋線･東京メトロ池袋駅から徒歩すぐ,    月～土 10:00～21:00、日･祝 10:00～20:00。催事最終日は午後4時閉場    最新の情報はHPで要確認,    不定休(西武池袋本店の休館日に準ずる),アート・フォーラムは料金無料, 03-3981-0111 (大代表),
